dataset_version_id,source_record_identity,source_row_number,outer_fold,inner_fold,role,split_seed
1,student-mat:dataset-version:1:source-row:353,353,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:357,357,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:362,362,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:369,369,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:372,372,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:374,374,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:376,376,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:379,379,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:384,384,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:385,385,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:388,388,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:389,389,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:390,390,3,2,inner_train,45
1,student-mat:dataset-version:1:source-row:3,3,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:5,5,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:11,11,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:21,21,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:23,23,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:41,41,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:45,45,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:47,47,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:50,50,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:51,51,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:60,60,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:61,61,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:71,71,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:80,80,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:82,82,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:91,91,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:112,112,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:113,113,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:114,114,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:121,121,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:123,123,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:130,130,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:133,133,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:138,138,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:140,140,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:141,141,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:161,161,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:163,163,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:172,172,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:173,173,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:178,178,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:179,179,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:180,180,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:182,182,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:191,191,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:194,194,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:205,205,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:207,207,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:208,208,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:209,209,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:216,216,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:219,219,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:222,222,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:232,232,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:235,235,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:237,237,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:239,239,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:251,251,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:257,257,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:261,261,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:263,263,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:264,264,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:265,265,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:269,269,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:271,271,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:272,272,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:274,274,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:289,289,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:291,291,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:296,296,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:298,298,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:299,299,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:301,301,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:302,302,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:304,304,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:314,314,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:320,320,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:330,330,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:331,331,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:343,343,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:346,346,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:352,352,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:359,359,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:361,361,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:365,365,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:366,366,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:368,368,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:371,371,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:373,373,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:375,375,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:378,378,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:382,382,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:386,386,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:392,392,3,2,inner_validation,45
1,student-mat:dataset-version:1:source-row:0,0,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:3,3,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:4,4,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:6,6,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:14,14,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:17,17,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:18,18,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:20,20,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:21,21,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:22,22,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:24,24,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:26,26,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:29,29,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:31,31,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:32,32,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:34,34,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:37,37,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:38,38,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:39,39,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:41,41,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:42,42,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:48,48,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:51,51,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:52,52,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:58,58,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:60,60,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:61,61,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:63,63,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:64,64,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:65,65,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:66,66,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:71,71,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:76,76,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:77,77,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:80,80,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:82,82,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:85,85,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:87,87,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:90,90,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:93,93,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:97,97,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:98,98,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:99,99,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:100,100,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:102,102,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:106,106,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:109,109,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:112,112,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:113,113,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:114,114,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:116,116,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:117,117,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:124,124,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:127,127,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:128,128,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:133,133,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:134,134,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:135,135,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:138,138,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:144,144,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:145,145,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:146,146,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:150,150,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:155,155,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:156,156,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:157,157,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:161,161,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:162,162,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:163,163,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:166,166,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:169,169,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:174,174,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:176,176,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:177,177,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:178,178,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:179,179,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:180,180,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:181,181,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:182,182,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:186,186,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:187,187,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:191,191,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:192,192,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:194,194,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:195,195,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:196,196,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:197,197,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:200,200,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:201,201,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:202,202,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:203,203,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:205,205,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:206,206,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:207,207,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:208,208,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:212,212,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:213,213,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:215,215,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:217,217,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:221,221,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:228,228,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:229,229,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:231,231,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:236,236,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:237,237,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:238,238,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:240,240,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:244,244,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:246,246,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:247,247,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:249,249,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:252,252,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:256,256,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:258,258,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:262,262,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:263,263,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:264,264,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:265,265,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:267,267,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:269,269,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:271,271,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:274,274,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:277,277,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:278,278,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:280,280,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:281,281,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:283,283,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:287,287,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:290,290,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:291,291,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:297,297,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:299,299,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:306,306,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:311,311,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:312,312,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:313,313,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:318,318,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:319,319,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:323,323,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:326,326,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:328,328,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:330,330,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:334,334,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:335,335,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:336,336,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:339,339,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:340,340,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:341,341,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:344,344,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:345,345,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:346,346,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:349,349,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:350,350,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:356,356,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:357,357,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:360,360,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:362,362,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:364,364,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:366,366,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:367,367,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:372,372,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:374,374,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:375,375,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:376,376,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:386,386,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:387,387,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:388,388,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:390,390,4,0,inner_train,46
1,student-mat:dataset-version:1:source-row:10,10,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:13,13,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:15,15,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:16,16,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:19,19,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:23,23,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:25,25,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:27,27,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:36,36,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:40,40,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:45,45,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:46,46,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:47,47,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:49,49,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:57,57,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:62,62,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:78,78,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:79,79,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:83,83,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:84,84,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:91,91,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:94,94,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:95,95,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:96,96,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:101,101,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:108,108,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:111,111,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:115,115,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:122,122,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:123,123,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:125,125,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:130,130,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:131,131,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:140,140,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:147,147,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:148,148,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:149,149,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:152,152,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:153,153,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:154,154,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:158,158,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:159,159,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:160,160,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:164,164,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:165,165,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:168,168,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:171,171,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:173,173,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:175,175,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:184,184,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:209,209,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:210,210,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:216,216,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:219,219,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:220,220,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:233,233,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:234,234,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:239,239,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:241,241,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:242,242,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:243,243,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:251,251,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:254,254,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:260,260,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:268,268,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:272,272,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:284,284,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:289,289,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:292,292,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:298,298,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:303,303,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:308,308,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:310,310,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:325,325,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:327,327,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:342,342,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:343,343,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:347,347,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:359,359,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:369,369,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:371,371,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:377,377,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:381,381,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:382,382,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:384,384,4,0,inner_validation,46
1,student-mat:dataset-version:1:source-row:3,3,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:10,10,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:13,13,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:15,15,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:16,16,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:19,19,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:20,20,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:21,21,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:22,22,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:23,23,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:24,24,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:25,25,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:26,26,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:27,27,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:34,34,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:36,36,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:37,37,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:38,38,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:40,40,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:41,41,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:42,42,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:45,45,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:46,46,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:47,47,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:49,49,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:52,52,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:57,57,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:58,58,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:61,61,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:62,62,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:63,63,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:71,71,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:78,78,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:79,79,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:83,83,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:84,84,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:85,85,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:87,87,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:91,91,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:94,94,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:95,95,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:96,96,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:97,97,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:98,98,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:101,101,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:102,102,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:108,108,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:111,111,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:114,114,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:115,115,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:116,116,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:122,122,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:123,123,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:125,125,4,1,inner_train,46
1,student-mat:dataset-version:1:source-row:130,130,4,1,inner_train,46
